fogground,snowfall,dust,snowdepth,mist,drizzle,hail,fastest2minwindspeed,thunder,glaze,snow,ice,fog,temperaturemin,fastest5secwindspeed,freezingfog,temperaturemax,blowingsnow,freezingrain,rain,highwind,date,precipitation,fogheavy,smokehaze,avgwindspeed,fastest2minwinddir,fastest5secwinddir
No,0,No,0,No,No,No,16.11,No,No,No,No,No,68,19.91,No,96.1,No,No,No,No,2016-09-08,0,No,No,6.71,230,240
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,66,17,No,91,No,No,No,No,2016-09-14,0,No,No,3.8,170,190
No,0,No,0,No,No,No,18.12,Yes,No,No,No,Yes,70,27.07,No,75,No,No,No,No,2016-09-21,0.49,No,No,10.74,40,40
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,69.1,18.12,No,73.9,No,No,No,No,2016-09-25,0,No,No,6.71,90,130
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,64.9,16.11,No,75.9,No,No,No,No,2016-09-26,0.02,No,No,5.59,220,220
No,0,No,0,No,No,No,14.09,No,No,No,No,No,66.9,17,No,80.1,No,No,No,No,2016-09-27,0,No,No,3.58,220,230
No,0,No,0,No,No,No,18.12,Yes,No,No,No,Yes,64.9,23.04,No,79,No,No,No,No,2016-09-29,0.32,No,No,6.49,110,120
No,0,No,0,No,No,No,17,No,No,No,No,Yes,59,23.94,No,72,No,No,No,No,2016-10-06,0.02,No,No,10.29,50,20
No,0,No,0,No,No,No,31.99,No,No,No,No,Yes,63,46.98,No,70,No,No,No,No,2016-10-08,6.45,No,No,16.11,40,40
No,0,No,0,No,No,No,17,No,No,No,No,No,52,27.96,No,73,No,No,No,No,2016-10-09,0.13,No,No,7.38,360,310
No,0,No,0,No,No,No,14.09,No,No,No,No,No,53.1,18.12,No,70,No,No,No,No,2016-10-14,0,No,No,5.82,50,40
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,51.1,14.99,No,78.1,No,No,No,No,2016-10-16,0,No,No,0.22,170,160
No,0,No,0,No,No,No,12.97,No,No,No,No,No,37,21.92,No,64.9,No,No,No,No,2016-11-10,0,No,No,3.36,30,40
No,0,No,0,No,No,No,12.97,No,No,No,No,No,36,19.01,No,70,No,No,No,No,2016-11-11,0,No,No,4.7,300,270
No,0,No,0,No,No,No,19.91,No,No,No,No,No,30.2,25.05,No,55,No,No,No,No,2016-11-12,0,No,No,7.83,50,40
No,0,No,0,No,No,No,23.94,No,No,No,No,Yes,42.1,38.03,No,77,No,No,No,No,2016-11-19,0,No,Yes,9.17,230,290
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,32,21.03,No,57.9,No,No,No,No,2016-11-26,0,No,Yes,4.92,20,330
No,0,No,0,No,No,No,12.97,No,No,No,No,No,33.1,18.12,No,54,No,No,No,No,2016-12-03,0,No,No,2.91,40,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,29.1,19.01,No,45,No,No,No,No,2016-12-20,0,No,No,4.47,40,30
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,27.1,12.97,No,59,No,No,No,No,2016-12-21,0,No,No,2.24,280,140
No,0,No,0,No,No,No,21.03,No,No,No,No,No,23.2,23.94,No,50,No,No,No,No,2016-12-31,0,No,No,8.72,220,230
No,0,No,1.18,No,No,No,8.95,No,No,No,No,No,9.1,12.08,No,31.1,No,No,No,No,2017-01-09,0,No,No,2.46,230,230
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,39.9,18.12,No,57,No,No,No,No,2017-01-11,0,Yes,No,6.04,210,200
No,0,No,0,No,No,No,8.05,No,No,No,No,No,36,12.97,No,63,No,No,No,No,2017-01-19,0,No,No,1.34,220,160
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,46,12.08,No,59,No,No,No,No,2017-01-20,0.09,Yes,No,2.91,140,120
No,0,No,0,No,No,No,19.91,No,No,No,No,No,41,29.08,No,63,No,No,No,No,2017-01-24,0,No,No,6.04,290,310
No,0,No,0,No,No,No,23.94,No,No,No,No,No,43,38.03,No,70,No,No,No,No,2017-01-26,0.06,No,No,13.42,280,320
No,0,No,0,No,No,No,21.03,No,No,No,No,No,30.2,29.08,No,46,No,No,No,No,2017-01-30,0,No,No,6.26,270,280
No,0,No,0,No,No,No,12.97,No,No,No,No,No,31.1,16.11,No,68,No,No,No,No,2017-02-06,0,No,No,4.7,210,220
No,0,No,0,No,No,No,21.92,No,No,No,No,No,26.2,25.95,No,51.1,No,No,No,No,2017-02-10,0,No,Yes,6.71,210,220
No,0,No,0,No,No,No,25.05,No,No,No,No,Yes,57.9,33.11,No,82.9,No,No,No,No,2017-02-12,0.05,No,Yes,11.41,230,240
No,0,No,0,No,No,No,21.03,No,No,No,No,No,32,29.97,No,53.1,No,No,No,No,2017-02-16,0,No,No,6.71,270,270
No,0,No,0,No,No,No,17,No,No,No,No,No,34,21.03,No,64.9,No,No,No,No,2017-03-06,0,No,No,6.71,220,220
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,26.2,23.04,No,42.1,No,No,No,No,2017-03-13,0.56,No,No,8.28,80,40
No,0,No,0,No,No,No,23.94,No,No,No,No,No,24.3,35.12,No,39.9,No,No,No,No,2017-03-15,0,No,No,10.51,290,260
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,23.2,19.91,No,57.9,No,No,No,No,2017-03-17,0.03,No,No,4.92,230,230
No,0,No,0,No,No,No,21.03,No,No,No,No,No,39,29.08,No,64,No,No,No,No,2017-03-22,0,No,No,8.28,50,50
No,0,No,0,No,No,No,14.09,No,No,No,No,No,31.1,18.12,No,55.9,No,No,No,No,2017-03-23,0,No,No,7.38,50,50
No,0,No,0,No,No,No,14.09,No,No,No,No,No,48.9,25.95,No,75,No,No,No,No,2017-04-01,0,No,No,6.04,20,330
No,0,No,0,No,No,No,16.11,No,No,No,No,No,48.9,21.03,No,69.1,No,No,No,No,2017-04-02,0,No,No,6.04,80,90
No,0,No,0,No,No,No,21.03,No,No,No,No,No,61,27.07,No,84.9,No,No,No,No,2017-04-15,0,No,No,9.62,220,220
No,0,No,0,No,No,No,23.04,No,No,No,No,No,60.1,31.09,No,82,No,No,No,No,2017-04-16,0,No,Yes,12.75,250,240
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,62.1,31.99,No,86,No,No,No,No,2017-04-17,0.05,No,No,9.84,310,300
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,55.9,21.03,No,84.9,No,No,No,No,2017-04-20,0,No,Yes,5.82,230,230
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,63,21.92,No,89.1,No,No,No,No,2017-04-21,0.21,No,No,6.93,230,230
No,0,No,0,No,No,No,27.96,Yes,No,No,No,Yes,68,42.05,No,84.9,No,No,No,No,2017-05-01,0.29,No,No,15.66,200,200
No,0,No,0,No,No,No,23.94,Yes,No,No,No,Yes,61,44.96,No,84,No,No,No,No,2017-05-11,0.48,No,Yes,4.92,20,20
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,54,21.03,No,61,No,No,No,No,2017-05-12,0.07,No,No,7.61,40,80
No,0,No,0,No,No,No,18.12,No,No,No,No,No,66,23.94,No,86,No,No,No,No,2017-05-18,0,No,No,10.96,230,240
No,0,No,0,No,No,No,18.12,No,No,No,No,No,59,25.05,No,81,No,No,No,No,2017-05-26,0,No,No,7.83,280,270
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,68,14.99,No,82,No,No,No,No,2017-05-30,0.06,No,No,4.03,220,220
No,0,No,0,No,No,No,14.99,No,No,No,No,No,57,19.91,No,88,No,No,No,No,2017-06-03,0,No,Yes,3.36,230,250
No,0,No,0,No,No,No,23.94,Yes,No,No,No,Yes,66.9,29.08,No,84.9,No,No,No,No,2017-06-05,1.54,No,No,6.04,220,220
No,0,No,0,No,No,No,14.99,No,No,No,No,No,66.9,21.03,No,90,No,No,No,No,2017-06-11,0,No,No,6.26,240,270
No,0,No,0,No,No,No,23.04,Yes,No,No,No,Yes,70,29.08,No,89.1,No,No,No,No,2017-06-16,2.3,No,No,4.03,170,160
No,0,No,0,No,No,No,17,No,No,No,No,No,73.9,40.04,No,91,No,No,No,No,2017-06-18,0.17,No,No,8.72,190,230
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,66.9,17,No,84,No,No,No,No,2017-06-25,0,No,No,3.58,360,290
No,0,No,0,No,No,No,12.97,No,No,No,No,No,57,18.12,No,82.9,No,No,No,No,2017-06-28,0,No,No,4.25,80,30
No,0,No,0,No,No,No,17,Yes,No,No,No,No,78.1,23.94,No,97,No,No,No,No,2017-07-13,0,No,No,8.5,220,280
No,0,No,0,No,No,No,21.03,Yes,No,No,No,No,77,25.95,No,97,No,No,No,No,2017-07-14,0,No,No,9.4,230,240
No,0,No,0,No,No,No,12.97,Yes,No,No,No,No,71.1,19.91,No,89.1,No,No,No,No,2017-07-18,0,No,No,5.14,10,360
No,0,No,0,No,No,No,19.91,Yes,No,No,No,Yes,75,25.95,No,93.9,No,No,No,No,2017-07-28,0.21,No,No,7.61,190,190
No,0,No,0,No,No,No,17,No,No,No,No,No,63,23.04,No,84.9,No,No,No,No,2017-07-30,0,No,No,6.26,60,50
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,75,21.03,No,98.1,No,No,No,No,2017-08-18,0.01,No,No,7.38,220,210
No,0,No,0,No,No,No,10.07,Yes,No,No,No,Yes,73,14.09,No,91.9,No,No,No,No,2017-08-19,0.05,No,No,2.91,20,30
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,71.1,21.92,No,95,No,No,No,No,2017-08-20,0,No,No,3.58,70,100
No,0,No,0,No,No,No,10.07,No,No,No,No,No,59,12.08,No,84,No,No,No,No,2017-08-30,0,No,No,1.79,170,220
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,64,27.96,No,78.1,No,No,No,No,2017-09-01,1.06,No,No,7.83,50,90
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,64,27.96,No,90,No,No,No,No,2017-09-05,0.06,No,No,8.05,240,230
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,61,21.92,No,82,No,No,No,No,2017-09-06,0.52,No,No,4.92,310,310
No,0,No,0,No,No,No,19.91,No,No,No,No,No,57.9,27.07,No,66.9,No,No,No,No,2017-09-11,0.01,No,No,12.75,60,50
No,0,No,0,No,No,No,17,No,No,No,No,No,63,25.95,No,93.9,No,No,No,No,2017-09-28,0,No,No,3.13,50,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,46.9,19.01,No,75.9,No,No,No,No,2017-10-02,0,No,No,4.92,100,110
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,55,14.99,No,86,No,No,No,No,2017-10-06,0,No,No,2.91,150,230
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,73,29.08,No,89.1,No,No,No,No,2017-10-11,1.12,No,No,8.05,100,90
No,0,No,0,No,No,No,17,No,No,No,No,Yes,64.9,23.04,No,77,No,No,No,No,2017-10-12,0,No,No,8.28,50,50
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,63,19.01,No,71.1,No,No,No,No,2017-10-13,0,No,No,7.38,40,40
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,62.1,12.97,No,78.1,No,No,No,No,2017-10-14,0,No,No,3.13,40,150
No,0,No,0,No,No,No,12.97,No,No,No,No,No,39.9,19.01,No,63,No,No,No,No,2017-10-26,0,No,No,3.8,260,270
No,0,No,0,No,No,No,21.03,No,No,No,No,Yes,41,31.09,No,68,No,No,No,No,2017-10-29,0.78,Yes,No,7.61,290,290
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,51.1,12.97,No,70,No,No,No,No,2017-11-05,0,No,No,2.46,40,170
No,0,No,0,No,No,No,29.08,No,No,No,No,No,33.1,36.01,No,66.9,No,No,No,No,2017-11-18,0,No,No,11.41,230,240
No,0,No,0,No,No,No,25.95,No,No,No,No,Yes,34,36.91,No,64,No,No,No,No,2017-11-19,0.08,No,No,9.17,220,230
No,0,No,0,No,No,No,10.07,No,No,No,No,No,28.2,17,No,57,No,No,No,No,2017-11-20,0,No,No,2.01,340,350
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,33.1,17,No,61,No,No,No,No,2017-12-04,0,Yes,No,2.46,130,150
No,0,No,0,No,No,No,16.11,No,No,No,No,No,30.2,19.01,No,57,No,No,No,No,2017-12-14,0,No,No,7.38,230,220
No,0,No,0,No,No,No,14.99,No,No,No,No,No,13.1,21.92,No,28.2,No,No,No,No,2018-01-01,0,No,No,6.49,40,40
No,0,No,0,No,No,No,10.07,No,No,No,No,No,4.1,12.97,No,30.2,No,No,No,No,2018-01-07,0,No,No,2.68,80,80
No,0,No,0,No,No,No,18.12,No,No,No,No,No,21.2,23.94,No,33.1,No,No,No,No,2018-01-14,0,No,No,8.72,50,30
No,0,No,3.94,No,No,No,12.08,No,No,No,No,No,19.2,12.97,No,48.9,No,No,No,No,2018-01-19,0,No,No,3.58,230,230
No,0,No,1.18,No,No,No,12.97,No,No,No,No,No,26.2,16.11,No,55.9,No,No,No,No,2018-01-20,0,No,No,5.59,220,230
No,0,No,0,No,No,No,31.99,No,No,No,No,Yes,46.9,42.05,No,70,No,No,No,No,2018-01-23,0.83,No,No,15.66,230,240
No,0,No,0,No,No,No,16.11,No,No,No,No,No,34,23.04,No,54,No,No,No,No,2018-01-24,0,No,No,4.03,360,20
No,0,No,0,No,No,No,17,No,No,No,No,No,31.1,21.92,No,66.9,No,No,No,No,2018-01-27,0,No,No,6.26,170,190
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,52,19.01,No,60.1,No,No,No,No,2018-01-28,1.3,No,No,5.14,40,20
No,0,No,0,No,No,No,21.92,No,No,No,No,Yes,44.1,29.97,No,64.9,No,No,No,No,2018-02-07,0.21,No,No,8.5,190,200
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,39.9,25.95,No,55.9,No,No,No,No,2018-02-17,0.06,No,No,6.93,90,80
No,0,No,0,No,No,No,25.95,No,No,No,No,No,41,46.08,No,55,No,No,No,No,2018-03-02,0,No,No,14.99,300,270
No,0,No,0,No,No,No,17,No,No,No,No,No,35.1,29.08,No,57,No,No,No,No,2018-03-03,0,No,No,8.72,340,350
No,1.42,No,0,No,No,No,14.09,No,No,No,Yes,Yes,32,19.91,No,37.9,No,No,No,No,2018-03-12,0.92,No,No,7.16,30,30
No,0,No,0,No,No,Yes,21.03,Yes,No,No,Yes,Yes,36,27.07,No,57,No,No,No,No,2018-03-20,1.05,Yes,No,8.72,50,40
No,0,No,0,No,No,No,16.11,No,No,No,No,No,41,19.91,No,75,No,No,No,No,2018-04-01,0,No,No,7.61,230,240
No,0,No,0,No,No,No,23.94,No,No,No,No,No,48,31.09,No,77,No,No,No,No,2018-04-04,0,No,No,13.87,230,340
No,0,No,0,No,No,No,14.99,No,No,No,No,No,39,19.91,No,62.1,No,No,No,No,2018-04-10,0,No,No,5.37,30,40
No,0,No,0,No,No,No,12.08,No,No,No,No,No,37.9,18.12,No,62.1,No,No,No,No,2018-04-11,0,No,No,5.37,230,230
No,0,No,0,No,No,No,27.96,No,No,No,No,No,52,33.11,No,80.1,No,No,No,No,2018-04-13,0,No,No,14.32,230,240
No,0,No,0,No,No,No,38.92,Yes,No,No,No,Yes,61,48.09,No,82,No,No,No,No,2018-04-15,3.31,No,No,12.53,220,210
No,0,No,0,No,No,No,14.09,No,No,No,No,No,37,,No,68,No,No,No,No,2018-04-21,0,No,No,4.47,80,
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,48,29.08,No,75,No,No,No,No,2018-04-26,0.18,No,No,3.36,280,280
No,0,No,0,No,No,No,14.99,No,No,No,No,No,54,19.91,No,73,No,No,No,No,2018-04-27,0.01,No,No,4.92,240,260
No,0,No,0,No,No,No,16.11,No,No,No,No,No,45,21.03,No,82.9,No,No,No,No,2018-05-01,0,No,No,4.47,240,230
No,0,No,0,No,No,No,14.09,No,No,No,No,No,66,18.12,No,93,No,No,No,No,2018-05-13,0,No,No,6.04,220,240
No,0,No,0,No,No,No,16.11,No,No,No,No,No,68,19.91,No,93,No,No,No,No,2018-05-14,0,No,No,8.05,220,250
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,71.1,21.92,No,82,No,No,No,No,2018-05-18,0.23,No,No,8.28,160,160
No,0,No,0,No,No,No,14.09,No,No,No,No,No,64.9,16.11,No,86,No,No,No,No,2018-05-25,0,No,No,5.82,220,230
No,0,No,0,No,No,No,29.08,Yes,No,No,No,Yes,68,36.01,No,87.1,No,No,No,No,2018-05-26,0.33,No,No,8.5,230,240
No,0,No,0,No,No,No,12.08,No,No,No,No,No,62.1,17,No,84.9,No,No,No,No,2018-06-07,0,No,No,4.92,170,20
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,63,19.01,No,70,No,No,No,No,2018-06-12,0.01,No,No,6.26,50,80
No,0,No,0,No,No,No,12.08,No,No,No,No,No,64.9,14.99,No,90,No,No,No,No,2018-06-16,0,No,No,4.47,210,220
No,0,No,0,No,No,No,14.09,Yes,No,No,No,No,73.9,17,No,93.9,No,No,No,No,2018-06-18,0,No,No,4.92,230,220
No,0,No,0,No,No,No,17,Yes,No,No,No,No,73,21.03,No,93.9,No,No,No,No,2018-06-20,0,No,No,4.47,200,200
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,73,25.95,No,96.1,No,No,No,No,2018-06-24,0.07,No,No,7.61,220,290
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,66,21.92,No,73.9,No,No,No,No,2018-06-26,0.74,No,No,6.93,80,120
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,71.1,21.92,No,93,No,No,No,No,2018-07-06,0.34,No,Yes,3.8,200,200
No,0,No,0,No,No,No,17,No,No,No,No,No,62.1,21.92,No,82,No,No,No,No,2018-07-08,0,No,No,8.05,40,40
No,0,No,0,No,No,No,12.97,No,No,No,No,No,59,18.12,No,91,No,No,No,No,2018-07-10,0,No,No,2.46,40,10
No,0,No,0,No,No,No,21.03,No,No,No,No,No,73.9,27.07,No,95,No,No,No,No,2018-07-16,0,No,No,8.05,230,220
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,72,19.01,No,89.1,No,No,No,No,2018-07-18,0,No,No,6.71,50,80
No,0,No,0,No,No,No,16.11,No,No,No,No,No,63,25.95,No,90,No,No,No,No,2018-07-19,0,No,No,7.16,80,120
No,0,No,0,No,No,No,17,No,No,No,No,No,69.1,21.92,No,88,No,No,No,No,2018-07-21,0.01,No,No,6.71,60,50
No,0,No,0,No,No,No,21.92,No,No,No,No,No,70,27.96,No,88,No,No,No,No,2018-07-23,0.02,No,Yes,6.26,130,120
No,0,No,0,No,No,No,12.97,Yes,No,No,No,Yes,69.1,16.11,No,82,No,No,No,No,2018-07-25,0.27,No,No,3.8,280,240
No,0,No,0,No,No,No,18.12,Yes,No,No,No,Yes,73,23.04,No,90,No,No,No,No,2018-08-01,0.02,No,No,9.17,180,170
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,71.1,25.05,No,93,No,No,No,No,2018-08-07,0.2,No,No,6.71,270,250
No,0,No,0,No,No,No,12.08,No,No,No,No,No,69.1,18.12,No,90,No,No,No,No,2018-08-09,0,No,Yes,4.7,260,290
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,69.1,14.99,No,91,No,No,No,No,2018-08-10,0,No,No,2.01,230,30
No,0,No,0,No,No,No,17,No,No,No,No,Yes,66.9,31.09,No,84.9,No,No,No,No,2018-08-13,0.08,No,No,3.58,40,30
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,68,19.91,No,87.1,No,No,No,No,2018-08-20,0.86,No,No,4.47,220,220
No,0,No,0,No,No,No,12.08,Yes,No,No,No,No,69.1,14.99,No,93,No,No,No,No,2018-08-27,0,No,No,4.03,250,240
No,0,No,0,No,No,No,14.99,Yes,No,No,No,Yes,69.1,21.03,No,91.9,No,No,No,No,2018-08-31,0.27,No,No,3.8,300,300
No,0,No,0,No,No,No,23.04,Yes,No,No,No,Yes,66.9,27.96,No,88,No,No,No,No,2018-09-10,0.26,No,No,4.47,230,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,64.9,19.91,No,79,No,No,No,No,2018-09-28,0.02,No,No,4.92,220,220
No,0,No,0,No,No,No,8.95,No,No,No,No,No,60.1,14.09,No,82,No,No,No,No,2018-10-01,0,No,No,2.01,80,170
No,0,No,0,No,No,No,8.95,No,No,No,No,No,64,12.08,No,86,No,No,No,No,2018-10-03,0,No,No,2.68,230,230
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,66,14.09,No,89.1,No,No,No,No,2018-10-04,0,No,No,2.68,250,260
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,66,17,No,87.1,No,No,No,No,2018-10-07,0,No,Yes,2.91,90,30
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,69.1,23.04,No,84.9,No,No,No,No,2018-10-08,0,Yes,No,6.26,100,100
No,0,No,0,No,No,No,33.11,No,No,No,No,Yes,63,53.91,No,79,No,No,No,No,2018-10-11,2.6,No,No,11.63,150,290
No,0,No,0,No,No,No,12.97,No,No,No,No,No,48,21.92,No,70,No,No,No,No,2018-10-13,0,No,No,3.36,360,340
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,59,21.03,No,80.1,No,No,No,No,2018-10-15,0,No,No,5.59,240,220
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,53.1,18.12,No,71.1,No,No,No,No,2018-10-17,0,No,No,3.58,270,260
No,0,No,0,No,No,No,21.92,No,No,No,No,No,43,27.07,No,62.1,No,No,No,No,2018-10-18,0,No,No,4.47,40,50
No,0,No,0,No,No,No,8.05,No,No,No,No,No,36,12.97,No,55,No,No,No,No,2018-10-25,0,No,No,1.34,250,230
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,54,21.92,No,62.1,No,No,No,No,2018-11-05,0.82,No,No,3.8,90,80
No,0,No,0,No,No,No,27.96,No,No,No,No,Yes,57,36.91,No,73.9,No,No,No,No,2018-11-06,0.03,Yes,No,7.38,230,240
No,0,No,0,No,No,No,16.11,No,No,No,No,No,34,25.05,No,52,No,No,No,No,2018-11-10,0,No,No,6.26,320,320
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,36,18.12,No,45,No,No,No,No,2018-11-24,0.72,No,No,5.14,290,300
No,0,No,0,No,No,No,10.07,No,No,No,No,No,25.2,14.09,No,51.1,No,No,No,No,2018-11-29,0,No,No,3.13,230,190
No,0,No,0,No,No,No,21.03,No,No,No,No,Yes,57.9,25.95,No,71.1,No,No,No,No,2018-12-02,0,No,No,10.96,220,230
No,1.89,No,1.18,No,No,No,16.11,No,Yes,No,Yes,Yes,30.2,23.94,No,34,No,No,No,No,2018-12-10,0.73,No,No,7.61,20,30
No,0,No,0,No,No,No,14.99,No,No,No,No,No,36,21.92,No,61,No,No,No,No,2018-12-17,0,No,No,5.82,270,300
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,45,33.11,No,66,No,No,No,No,2018-12-20,0.68,No,No,8.72,140,150
No,0,No,0,No,No,No,16.11,No,No,No,No,No,34,23.04,No,53.1,No,No,No,No,2018-12-22,0,No,No,6.71,280,270
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,45,14.99,No,59,No,No,No,No,2018-12-30,0.01,No,No,2.91,160,140
No,0,No,0,No,No,No,12.97,No,No,No,No,No,39.9,19.91,No,51.1,No,No,No,No,2019-01-07,0,No,No,6.93,80,110
No,0,No,0,No,No,No,14.09,No,No,No,No,No,27.1,21.92,No,46.9,No,No,No,No,2019-01-25,0,No,No,3.58,270,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,37,18.12,No,68,No,No,No,No,2019-02-04,0,No,No,2.68,50,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,27.1,16.11,No,43,No,No,No,No,2019-02-10,0,No,No,3.8,90,80
No,0,No,0,No,No,No,25.05,No,No,No,No,Yes,34,34,No,57.9,No,No,No,No,2019-02-16,0.45,No,No,8.05,50,50
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,37.9,21.92,No,63,No,No,No,No,2019-02-18,0.42,No,No,6.71,280,10
No,0,No,0,No,No,No,12.08,No,No,No,Yes,Yes,33.1,16.11,No,45,No,No,No,No,2019-02-19,0.25,No,No,5.37,100,130
No,0,No,0,No,No,No,10.07,Yes,No,No,No,Yes,35.1,12.97,No,59,No,No,No,No,2019-02-21,0.14,Yes,No,4.25,230,240
No,0,No,0,No,No,No,29.08,No,No,No,No,Yes,41,34,No,64.9,No,No,No,No,2019-02-24,0.05,Yes,No,8.72,240,240
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,37,16.11,No,59,No,No,No,No,2019-03-02,0,No,No,4.25,120,110
No,0,No,0,No,No,No,14.09,No,No,No,No,No,39.9,25.05,No,59,No,No,No,No,2019-03-16,0,No,No,4.92,360,340
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,33.1,19.01,No,55,No,No,No,No,2019-03-19,0,No,No,6.26,40,50
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,44.1,23.04,No,59,No,No,No,No,2019-03-21,0.58,No,No,6.26,330,360
No,0,No,0,No,No,No,21.03,No,No,No,No,Yes,39,25.95,No,55.9,No,No,No,No,2019-03-26,0.06,No,No,10.07,40,30
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,31.1,19.01,No,39.9,No,No,No,No,2019-04-02,0.35,No,No,5.82,20,20
No,0,No,0,No,No,No,14.09,Yes,No,No,No,Yes,64,18.12,No,70,No,No,No,No,2019-04-13,0.93,No,No,5.59,250,80
No,0,No,0,No,No,No,31.09,Yes,No,No,No,Yes,66,44.96,No,79,No,No,No,No,2019-04-14,0.28,No,No,11.86,220,210
No,0,No,0,No,No,No,12.97,No,No,No,No,No,48,18.12,No,80.1,No,No,No,No,2019-04-17,0,No,No,6.71,230,220
No,0,No,0,No,No,No,27.96,No,No,No,No,Yes,48.9,33.11,No,66,No,No,No,No,2019-04-20,0.02,No,No,12.53,230,240
No,0,No,0,No,No,No,17,No,No,No,No,No,63,21.92,No,84,No,No,No,No,2019-05-01,0,No,No,8.05,240,230
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,63,29.08,No,77,No,No,No,No,2019-05-05,0.36,No,No,6.71,240,250
No,0,No,0,No,No,No,10.07,No,No,No,No,No,57.9,14.09,No,79,No,No,No,No,2019-05-07,0,No,No,4.47,190,200
No,0,No,0,No,No,No,14.99,No,No,No,No,No,63,19.91,No,82.9,No,No,No,No,2019-05-09,0,No,No,8.05,170,170
No,0,No,0,No,No,No,21.92,No,No,No,No,No,64.9,27.07,No,75.9,No,No,No,No,2019-05-12,0,No,No,11.63,230,220
No,0,No,0,No,No,No,12.97,No,No,No,No,No,68,18.12,No,89.1,No,No,No,No,2019-05-27,0,No,No,3.13,350,10
No,0,No,0,No,No,No,17,No,No,No,No,No,57,21.92,No,84,No,No,No,No,2019-06-04,0,No,No,6.93,210,210
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,70,21.03,No,80.1,No,No,No,No,2019-06-09,0.09,No,No,6.93,80,90
No,0,No,0,No,No,No,14.09,Yes,No,No,No,Yes,72,18.12,No,87.1,No,No,No,No,2019-06-10,0.14,No,No,6.49,230,210
No,0,No,0,No,No,No,12.08,No,No,No,No,No,63,14.09,No,84,No,No,No,No,2019-06-22,0.01,No,No,4.03,40,10
No,0,No,0,No,No,No,16.11,No,No,No,No,No,70,27.96,No,90,No,No,No,No,2019-06-25,0,No,No,5.14,260,240
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,73,21.03,No,91.9,No,No,No,No,2019-07-12,0.08,No,No,8.05,230,230
